bibtex_key,title,selection_criteria,status,comments
DONG2017220,EDS: An Efficient Data Selection policy for search engine storage architectures,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(EDS)]-[Storage Systems[nf(not found)][rsee(1m)]]-[HDD&SSD&Cache]
[caching&data management]-[N]-[specific]"
RAVANDI2018765,A self-organized resource provisioning for cloud block storage,ARCHITECTURE,Accepted,"[(BSDS)]-[(Cloud)[ssee(Vmware)]]-[HDD&SSD]
[data management]-[N]-[FIO&specific]"
6263919,Practical scrubbing: Getting to the bad sector at the right time,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[staggered scrubber approach]-[Storage Systems[O.S.(Linux)][nf(not found)]]-[HDD]
[scrubbing]-[Y]-[MSR(src11&usr1&prij2&prn1)&Cello(c6t8d0&c6t5d1&c6t5d0&c3t3d0)&TPC(TPC-C)]"
4752809,Striping-Aware Sequential Prefetching for Independency and Parallelism in Disk Arrays with Concurrent Accesses,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(SASEQP)]-[Storage Systems-RAID0[O.S.(Linux)][rsee(5d)]]-[HDD]
[Prefetching]-[N]-[IOZone&FileBench]"
7987082,An I/O Scheduling Strategy for Embedded Flash Storage Devices With Mapping Cache,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(MAP+)]-[Flash memory[simulator(SSDSim)][sd(SSDSim)]]-[SSD]
[Scheduling]-[N]-[Facebook&Twitter&Messenger&G.Earth&Chrome&Multiple&MSR(hm_0&proj_3)&SPC(Financial1&financial2)]"
5290855,A Performance Model of Zoned Disk Drives with I/O Request Reordering,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[approximation response time distribution]-[HDD[nf(not found)][rd(SeagateHDD)]]-[HDD]
[I/O request]-[N]-[specific]"
20122915258190,A parallel flash translation layer based on page group-block hybrid-mapping method,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(PFTL)]-[Flash memory[simulator(flash simulator)][sd(nf)]]-[Flash]
[page group-block]-[N]-[Iometer&Postmark&multimedia&specific]"
6298178,SMART-IO: SysteM-AwaRe Two-Level Data Organization for Efficient Scientific Analytics,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(SMART-IO)]-[Storage Systems[Applications(ADIOS)][rhee(Jaguar Cray XT5)]]-[HDD]
[data management]-[N]-[S3D]"
7778155,Heterogeneity-Aware Collective I/O for Parallel I/O Systems with Hybrid HDD/SSD Servers,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(HACIO)]-[Storage Systems[Applications(ROMIO)][rsee(1cSUN33n)]]-[HDD&SSD]
[hardware concerning]-[N]-[HPIO&BTIO&LANL-App2]"
8526868,Freezing Time: A New Approach for Emulating Fast Storage Devices Using VM,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(Freezing Time)]-[Virtual machine(KVM)[KVM]]-[HDD&SSD]
[emulation]-[N]-[fio&ffmpeg]"
Yin:2015:HHC:2860713.2861773,HcDD: The Hybrid Combination of Disk Drives in Active Storage Systems,ARCHITECTURE,Accepted,"[(HcDD)]-[(Storage System)[ssee(DiskSim)]]-[HDD&SSD]
[Disk Drive configuration]-[N]-[iozone&postmark&traceKernel&tracePhoenix&SPC(Financial2)]"
5644884,IOrchestrator: Improving the Performance of Multi-node I/O Systems via Inter-Server Coordination,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(IOrchestrator)]-[File System(PVFS2)[PVFS2]]-[HDD]
[software concerning]-[N]-[mpi(mpi-io-test&mpi-tile-io)&ior&hpio]"
6232366,Active Flash: Out-of-core data analytics on flash storage,ARCHITECTURE,Accepted,"[(Active Flash)]-[(HPC)[ssee(MicrosoftSSDsimulator)]-[SSD]
[data management]-[Y]-[Dhrystone]"
7150536,PCMLogging: Optimizing Transaction Logging and Recovery Performance with PCM,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(PCMLogging)]-[database(PostgreSQL)[simulator(DiskSim)]]-[PCM]
[caching]-[N]-[TPC(TPC-C)&TM1]"
5453342,XHive: Efficient Cooperative Caching for Virtual Machines,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(XHive)]-[Virtual Machine(Xen)[Xen]]-[Cache&Memory&HDD]
[caching]-[N]-[Dbench&Parallax&Web-server&IR]"
7579730,OI-RAID: A Two-Layer RAID Architecture towards Fast Recovery and High Reliability,ARCHITECTURE,Accepted,"[(OI-RAID)]-[(Storage System)[ssee(DiskSim)]]-[HDD]
[data management]-[N]-[specific]"
6913372,An Analysis of the Relationship between a Write Access Reduction Method for NVM/DRAM Hybrid Memory with Programming Language Runtime Support and Execution Policies of Garbage Collection,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
6581525,Measuring memory access latency for software objects in a NUMA system-on-chip architecture,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[storage?]
[I/O?]"
7776504,SSDUP: An Efficient SSD Write Buffer Using Pipeline,,Duplicated,
BYUN2009825,An index management using CHC-cluster for flash memory databases,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(CHC-Tree)]-[cluster[File System(FAT32)][rsee(1flm)]]-[Flash]
[compression]-[N]-[specific]"
8711079,OC-Cache: An Open-channel SSD Based Cache for Multi-Tenant Systems,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(OC-Cache)]-[Cloud[O.S.(Linux)][rsee(2m)]]-[HDD&SSD&cache]
[caching]-[N]-[specific]"
5575665,An Evaluation of Two Typical RAID-6 Codes on Online Single Disk Failure Recovery,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7545927,A Remote Backup Approach for Virtual Machine Images,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[storage?]
[device?]"
Suk:2009:HFS:1644993.1645052,Hybrid File System,The paper focuses in another field instead I/O performance.,Rejected,[File System]
Meshram:2011:DMS:2065358.2065720,Can a Decentralized Metadata Service Layer Benefit Parallel Filesystems?,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
20171003426200,Trace replay based I/O performance studies for enterprise workload migration,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
20133616690318,Optimizing the file system with variable-length I/O for fast storage devices,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
20184005895515,Reducing Relational Database Performance Bottlenecks Using 3D XPoint Storage Technology,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7033678,Empirical Study of NVM Storage: An Operating System's Perspective and Implications,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
8622786,CLIBE: Precise Cluster-Level I/O Bandwidth Enforcement in Distributed File System,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7384372,The Performance Survey of in Memory Database,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[storage?]
[device?]"
7012890,Empirical study of virtual disks performance with KVM on DAS,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
7897083,Effects of prolonged media usage and long-term planning on archival systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7516026,FastBFS: Fast Breadth-First Graph Search on a Single Server,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[storage?]"
8277425,Integration benefits and challenges on Fan-Out to enable system in package for IoT/Wearable Devices,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[storage?]"
7226049,Performance enhancement of Hadoop MapReduce framework for analyzing BigData,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[storage?]
[device?]"
5601698,Improving Availability of RAID-Structured Storage Systems by Workload Outsourcing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
7387729,Efficient Checkpointing of Live Virtual Machines,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
6495882,In-situ Feature-Based Objects Tracking for Large-Scale Scientific Simulations,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
6061071,CULZSS: LZSS Lossless Data Compression on CUDA,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[storage?]
nguyen_using_2019,Using weaker consistency models with monitoring and recovery for improving performance of key-value stores,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[IO?]"
ZHU2019106576,Design and maintenance for the data storage system considering system rebuilding process,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
Shen2018512,Efficient memory caching for erasure coding based key-value storage systems,the paper is not acessible,Rejected,
8588701,Distributed and On-demand Cache for CMS Experiment at LHC,the paper is not acessible,Rejected,
Akutsu2017292,MEC: Network optimized multi-stage erasure coding for scalable storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6011875,High performance computing of line of sight viewshed,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6261735,DDR-SSD and HDD storage system performance evaluation in unified storage system for cloud computing,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
hutchison_assessing_2014,Assessing the {Performance} {Impact} of {High}-{Speed} {Interconnects} on {MapReduce},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
7951882,Optimizing small file storage process of the HDFS which based on the indexing mechanism,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
6232377,Adaptive pipeline for deduplication,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[I/O?]"
8604032,Incast Mitigation in a Data Center Storage Cluster Through a Dynamic Fair-Share Buffer Policy,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[storage?]"
8026881,WPS: A Workload-Aware Placement Scheme for Erasure-Coded In-Memory Stores,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5207888,A Simple Cache Partitioning Approach in a Virtualized Environment,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
5565014,Virtio based Transcendent Memory,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
8842670,Design and Implementation of Real-Time Storage Technology for Mass Satellite Remote Sensing Data,The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[I/O?]
[device?]"
6691589,On the use of shared storage in shared-nothing environments,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6522194,A File Assignment Strategy Towards Minimized Response Time for Parallel Storage Systems,Doesn't mention the used device in the context(storage System or device),Rejected,[device?]
Hahn:2017:IFS:3154690.3154762,Improving File System Performance of Mobile Storage Systems Using a Decoupled Defragmenter,The paper focuses in another field instead I/O performance.,Rejected,[Mobile device instead Storage System]
WANG2015167,Extending flash lifetime in secondary storage,The paper focuses in another field instead I/O performance.,Rejected,[Lifetime/Wear-Leveling]
WEI2016125,A page-granularity wear-leveling (PGWL) strategy for NAND flash memory-based sink nodes in wireless sensor networks,The paper focuses in another field instead I/O performance.,Rejected,[Lifetime/Wear-Leveling]
zhang_hetero-db:_2015,Hetero-{DB}: {Next} {Generation} {High}-{Performance} {Database} {Systems} by {Best} {Utilizing} {Heterogeneous} {Computing} and {Storage} {Resources},The paper focuses in another field instead I/O performance.,Rejected,[DBMS]
WU20181,DWARM: A wear-aware memory management scheme for in-memory file systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
4547426,Self-Learning Disk Scheduling,the paper is not acessible,Rejected,
7847060,DedupeSwift: Object-Oriented Storage System Based on Data Deduplication,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(DedupeSwift)]-[cloud[Applications(Openstack)][rsee(2n)]-[HDD]
[compression&caching&deduplication]-[N]-[specific]"
6877309,Pipelined Compaction for the LSM-Tree,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(PCP)]-[database(LevelDB)[LevelDB]]-[HDD&SSD]
[paraleleism]-[N]-[specific]"
6414991,DABC-NV: A buffer cache architecture for mobile systems with heterogeneous flash memories,,Duplicated,
5279644,Buffer Cache Management for Combined MLC and SLC Flash Memories Using both Volatile and Nonvolatile RAMs,ARCHITECTURE,Accepted,"[(DABC-NV)]-[(Storage System)[nf(not found)]]-[DRAM&Flash&NVRAM]
[MLC and SLC combination&caching]-[N]-[Berkeley(INS&RES&WEB)]"
yokota_performance_2018-1,Performance {Study} of {Non}-volatile {Memories} on a {High}-{End} {Supercomputer},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
